WKT,order,lat,lon,count
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5995099.12322727 1977472.20808426)",Hymenoptera,1977472.20808426,5995099.12322727,"20"
"POINT (5995099.12322727 1977472.20808426)",Hymenoptera,1977472.20808426,5995099.12322727,"20"
"POINT (5995099.12322727 1977472.20808426)",Hymenoptera,1977472.20808426,5995099.12322727,"20"
"POINT (5995099.12322727 1977472.20808426)",Hymenoptera,1977472.20808426,5995099.12322727,"20"
"POINT (5995099.12322727 1977472.20808426)",Hymenoptera,1977472.20808426,5995099.12322727,"20"
"POINT (5995099.12322727 1977472.20808426)",Hymenoptera,1977472.20808426,5995099.12322727,"20"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5996880.33060482 1979489.65061059)",Hymenoptera,1979489.65061059,5996880.33060482,"2"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995350.4655805 1977152.3011915)",Hymenoptera,1977152.3011915,5995350.4655805,"2"
"POINT (5995796.36181333 1979513.14438346)",Hymenoptera,1979513.14438346,5995796.36181333,"2"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5993910.66931083 1978137.96928453)",Hymenoptera,1978137.96928453,5993910.66931083,"5"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5995099.12322727 1977472.20808426)",Hymenoptera,1977472.20808426,5995099.12322727,"20"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5995099.12322727 1977472.20808426)",Hymenoptera,1977472.20808426,5995099.12322727,"20"
"POINT (5995099.12322727 1977472.20808426)",Hymenoptera,1977472.20808426,5995099.12322727,"20"
"POINT (5993910.66931083 1978137.96928453)",Hymenoptera,1978137.96928453,5993910.66931083,"5"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5993910.66931083 1978137.96928453)",Hymenoptera,1978137.96928453,5993910.66931083,"5"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5995099.12322727 1977472.20808426)",Hymenoptera,1977472.20808426,5995099.12322727,"20"
"POINT (5995030.12287891 1977799.26348703)",Hymenoptera,1977799.26348703,5995030.12287891,"20"
"POINT (5995030.12287891 1977799.26348703)",Hymenoptera,1977799.26348703,5995030.12287891,"20"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5995030.12287891 1977799.26348703)",Hymenoptera,1977799.26348703,5995030.12287891,"20"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5994977.3341645 1976121.19266513)",Hymenoptera,1976121.19266513,5994977.3341645,"8"
"POINT (5995030.12287891 1977799.26348703)",Hymenoptera,1977799.26348703,5995030.12287891,"20"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5995796.36181333 1979513.14438346)",Hymenoptera,1979513.14438346,5995796.36181333,"2"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5995099.12322727 1977472.20808426)",Hymenoptera,1977472.20808426,5995099.12322727,"20"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5995030.12287891 1977799.26348703)",Hymenoptera,1977799.26348703,5995030.12287891,"20"
"POINT (5994476.62349319 1979446.08815731)",Hymenoptera,1979446.08815731,5994476.62349319,"35"
"POINT (5994046.747402 1977608.00766389)",Hymenoptera,1977608.00766389,5994046.747402,"16"
"POINT (5995030.12287891 1977799.26348703)",Hymenoptera,1977799.26348703,5995030.12287891,"20"
"POINT (5995030.12287891 1977799.26348703)",Hymenoptera,1977799.26348703,5995030.12287891,"20"
"POINT (5995350.4655805 1977152.3011915)",Hymenoptera,1977152.3011915,5995350.4655805,"2"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995018.35974953 1975895.11975181)",Pedunculata,1975895.11975181,5995018.35974953,"1"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995043.01489767 1977843.42852794)",Hymenoptera,1977843.42852794,5995043.01489767,"1"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994827.05789758 1979554.91541198)",Hymenoptera,1979554.91541198,5994827.05789758,"2"
"POINT (5993982.09293703 1977908.77743342)",Hymenoptera,1977908.77743342,5993982.09293703,"45"
"POINT (5995086.66053872 1978064.27888564)",Hymenoptera,1978064.27888564,5995086.66053872,"1"
"POINT (5994827.05789758 1979554.91541198)",Hymenoptera,1979554.91541198,5994827.05789758,"2"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994607.95453089 1977952.75200016)",Hymenoptera,1977952.75200016,5994607.95453089,"31"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Lepidoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Lepidoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994036.56144064 1977434.5779758)",Hymenoptera,1977434.5779758,5994036.56144064,"8"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Lepidoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Lepidoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5993982.09293703 1977908.77743342)",Hymenoptera,1977908.77743342,5993982.09293703,"45"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995076.26225593 1976410.53046803)",Hymenoptera,1976410.53046803,5995076.26225593,"19"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995076.26225593 1976410.53046803)",Hymenoptera,1976410.53046803,5995076.26225593,"19"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5993982.09293703 1977908.77743342)",Hymenoptera,1977908.77743342,5993982.09293703,"45"
"POINT (5993982.09293703 1977908.77743342)",Hymenoptera,1977908.77743342,5993982.09293703,"45"
"POINT (5995076.26225593 1976410.53046803)",Hymenoptera,1976410.53046803,5995076.26225593,"19"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994036.56144064 1977434.5779758)",Hymenoptera,1977434.5779758,5994036.56144064,"8"
"POINT (5993982.09293703 1977908.77743342)",Hymenoptera,1977908.77743342,5993982.09293703,"45"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5993982.09293703 1977908.77743342)",Hymenoptera,1977908.77743342,5993982.09293703,"45"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5993982.09293703 1977908.77743342)",Hymenoptera,1977908.77743342,5993982.09293703,"45"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Lepidoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Lepidoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5993982.09293703 1977908.77743342)",Lepidoptera,1977908.77743342,5993982.09293703,"45"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994036.56144064 1977434.5779758)",Hymenoptera,1977434.5779758,5994036.56144064,"8"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994344.38554373 1977763.68044474)",Hymenoptera,1977763.68044474,5994344.38554373,"55"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5994633.00685447 1978679.15949678)",Hymenoptera,1978679.15949678,5994633.00685447,"129"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
"POINT (5994824.37127749 1979556.42159271)",Hymenoptera,1979556.42159271,5994824.37127749,"178"
"POINT (5995638.52317507 1979541.20647557)",Hymenoptera,1979541.20647557,5995638.52317507,"95"
